Employee_ID,Employee_Name,Department,Leave_Type,Total_Days,EL_Balance,CL_Balance,CO_Balance,Overtime_Hours,Productivity_Score,Is_Peak_Season,Month
1123,Sanjay Verma,OPS,CL,4.0,28.94,11.31,3.93,19.83,85.89,0,7
1142,Rohan Patel,ENG,CL,9.0,10.12,8.71,3.1,17.92,91.94,1,12
1044,Arjun Reddy,SALES,CO,5.0,18.18,10.88,0.82,12.86,91.2,0,3
1051,Rohan Gupta,HR,CL,9.0,27.25,8.49,0.31,2.95,75.16,0,6
1051,Rohan Gupta,HR,CO,8.0,8.36,11.5,2.65,4.84,85.01,0,9
1020,Anjali Verma,ENG,CL,6.0,28.22,9.13,2.73,3.61,84.17,0,5
1002,Vikram Gupta,ENG,EL,8.0,10.23,0.6,4.22,19.62,90.86,0,6
1010,Anjali Iyer,FIN,CL,9.0,9.92,11.42,4.97,14.23,94.62,1,12
1075,Priya Sharma,SALES,EL,9.0,27.98,2.11,1.07,36.85,54.3,1,11
1124,Anjali Sharma,FIN,EL,5.0,28.82,11.6,1.96,17.08,90.46,0,2
1093,Sanjay Reddy,HR,CO,7.0,24.53,11.52,3.82,17.1,87.06,0,1
1073,Priya Singh,HR,EL,5.0,10.55,3.86,4.24,14.58,76.91,0,4
1100,Sanjay Gupta,FIN,EL,3.0,27.37,0.01,4.51,3.08,94.8,1,11
1033,Meera Iyer,ENG,EL,9.0,24.03,4.46,1.96,15.09,93.37,0,3
1112,Sanjay Sharma,OPS,CO,1.0,24.69,3.01,2.82,7.17,88.13,0,7
1113,Deepa Singh,ENG,CL,4.0,7.55,6.07,1.1,0.78,75.72,0,1
1144,Meera Sharma,SALES,CL,8.0,12.06,11.41,2.91,8.73,86.6,0,6
1098,Priya Sharma,SALES,CL,3.0,12.06,4.24,4.47,47.32,71.15,1,12
1105,Rohan Sharma,SALES,CO,2.0,10.12,7.09,0.93,6.63,92.1,0,4
1067,Arjun Sharma,HR,CO,3.0,17.67,4.91,4.05,16.72,81.64,1,10
1023,Rohan Reddy,FIN,CL,4.0,8.79,10.51,2.7,5.65,83.5,0,8
1068,Anjali Sharma,FIN,CL,9.0,5.0,5.0,2.61,1.09,94.46,0,5
1134,Anjali Iyer,HR,CL,5.0,12.6,2.76,0.01,14.59,94.34,0,7
1037,Vikram Gupta,OPS,CO,4.0,23.55,10.18,2.11,6.06,81.51,0,3
1024,Vikram Singh,HR,CO,9.0,14.27,10.82,4.03,19.7,90.08,1,11
1053,Deepa Reddy,OPS,EL,7.0,18.61,8.51,0.84,15.61,86.68,0,5
1138,Meera Patel,ENG,CL,9.0,14.04,11.39,3.16,2.6,86.2,1,10
1064,Anjali Nair,HR,CO,4.0,29.31,5.39,0.8,3.6,76.96,0,9
1000,Rohan Reddy,OPS,CL,7.0,26.26,4.14,0.15,1.04,77.84,0,7
1069,Vikram Sharma,HR,EL,3.0,7.97,9.18,3.36,8.71,85.99,0,6
1080,Sanjay Sharma,ENG,CL,4.0,24.66,8.81,1.92,0.5,91.78,0,3
1077,Anjali Gupta,ENG,EL,2.0,15.94,2.82,3.52,16.34,85.93,1,10
1082,Meera Sharma,SALES,EL,5.0,22.96,10.35,0.9,16.0,86.05,0,5
1079,Arjun Singh,SALES,CO,9.0,8.93,3.72,1.45,53.36,74.7,1,11
1118,Meera Reddy,HR,CL,7.0,27.65,0.15,3.37,1.04,85.98,0,3
1125,Rohan Singh,SALES,CO,5.0,13.82,7.46,1.67,14.65,83.09,0,5
1117,Arjun Nair,OPS,CO,1.0,12.14,5.19,3.43,6.65,76.13,0,8
1046,Arjun Singh,OPS,EL,4.0,21.79,7.59,0.99,8.37,90.02,0,7
1147,Sanjay Verma,SALES,CL,9.0,29.51,0.81,2.59,3.59,94.41,0,8
1068,Anjali Sharma,FIN,CL,9.0,23.45,8.45,2.11,6.93,82.95,1,12
1130,Priya Nair,OPS,CL,9.0,23.5,7.57,2.75,13.8,77.88,1,10
1038,Arjun Sharma,SALES,EL,6.0,6.71,5.16,3.48,40.23,57.22,1,11
1149,Deepa Gupta,SALES,CL,9.0,22.67,7.32,1.56,5.42,86.95,0,3
1064,Anjali Nair,HR,CL,9.0,8.87,11.34,3.68,17.66,79.05,0,3
1021,Arjun Verma,OPS,CL,9.0,6.26,7.53,1.93,18.73,85.84,0,4
1082,Meera Sharma,SALES,CL,4.0,23.14,7.41,3.7,4.29,88.3,0,1
1073,Priya Singh,HR,CO,6.0,13.18,10.68,0.42,16.14,92.23,0,2
1131,Anjali Iyer,HR,EL,3.0,19.74,7.36,3.19,4.84,89.28,1,11
1038,Arjun Sharma,SALES,EL,7.0,6.25,10.94,0.15,7.12,75.32,0,1
1042,Sanjay Sharma,HR,CO,2.0,23.32,7.28,3.36,1.62,94.03,0,2
1137,Meera Gupta,SALES,CL,3.0,17.34,3.4,3.93,7.95,85.27,0,2
1119,Arjun Singh,SALES,CL,8.0,6.71,4.45,4.6,37.07,70.24,1,11
1036,Priya Iyer,SALES,CL,8.0,24.68,4.94,4.37,12.76,91.67,0,9
1113,Deepa Singh,ENG,CO,5.0,24.6,5.03,2.5,15.7,86.98,1,12
1003,Sanjay Gupta,HR,CO,6.0,5.71,2.52,1.41,14.26,75.23,0,6
1120,Meera Reddy,HR,CL,6.0,7.8,6.2,3.93,18.85,89.94,0,1
1108,Meera Reddy,HR,CO,3.0,25.15,0.1,4.62,8.87,86.07,0,4
1020,Anjali Verma,ENG,EL,7.0,10.4,9.71,3.93,12.64,82.47,1,10
1057,Rohan Patel,OPS,EL,1.0,7.56,4.71,2.77,10.06,78.88,0,7
1117,Arjun Nair,OPS,CL,7.0,25.95,10.31,3.74,8.78,87.21,0,5
1028,Priya Nair,OPS,CO,4.0,10.74,1.41,0.83,0.04,89.37,0,5
1133,Meera Iyer,SALES,CL,6.0,18.53,4.14,2.07,37.08,73.11,1,12
1114,Deepa Nair,HR,CL,9.0,10.3,3.73,0.83,4.87,80.35,0,4
1117,Arjun Nair,OPS,CO,9.0,15.39,5.15,2.7,13.93,89.04,1,12
1097,Meera Sharma,HR,EL,6.0,19.39,0.27,4.73,13.93,84.91,0,3
1060,Deepa Verma,OPS,CL,1.0,10.16,4.7,4.48,4.09,85.16,0,7
1052,Arjun Gupta,ENG,EL,1.0,26.43,8.08,2.04,17.71,79.44,0,1
1025,Anjali Sharma,FIN,EL,6.0,23.09,6.43,4.18,16.43,91.87,1,12
1107,Priya Singh,SALES,CL,9.0,18.29,6.13,4.1,8.09,84.69,0,3
1138,Meera Patel,ENG,CL,9.0,25.09,10.82,1.02,1.34,92.55,0,5
1103,Deepa Sharma,FIN,CO,4.0,21.21,0.89,1.88,16.08,83.67,0,4
1122,Sanjay Nair,HR,EL,3.0,10.5,4.21,1.86,1.37,82.39,1,10
1059,Sanjay Nair,FIN,CO,2.0,21.54,5.81,0.03,16.09,90.46,0,4
1047,Sanjay Reddy,HR,EL,5.0,18.03,4.2,3.39,15.17,75.29,0,9
1043,Vikram Verma,ENG,CO,9.0,13.67,4.69,0.79,5.16,87.11,1,11
1020,Anjali Verma,ENG,CL,5.0,18.54,9.1,1.53,8.3,89.26,1,10
1015,Priya Gupta,FIN,CO,9.0,11.04,2.58,2.12,18.16,85.14,0,8
1079,Arjun Singh,SALES,CL,2.0,8.34,5.33,2.25,19.17,83.62,0,1
1061,Anjali Sharma,OPS,EL,3.0,28.48,7.64,1.62,5.39,78.82,0,6
1121,Sanjay Nair,OPS,CO,6.0,6.58,9.32,4.11,9.23,94.67,1,11
1083,Sanjay Nair,ENG,EL,4.0,14.21,5.19,0.16,5.19,75.67,1,10
1148,Meera Iyer,FIN,CO,5.0,20.75,10.3,3.92,8.58,79.02,0,3
1103,Deepa Sharma,FIN,CL,2.0,23.7,9.75,3.53,19.35,91.53,0,6
1139,Arjun Verma,ENG,EL,3.0,29.94,2.9,0.2,8.22,77.6,1,11
1148,Meera Iyer,FIN,CL,5.0,10.8,0.17,3.82,12.47,90.25,0,3
1098,Priya Sharma,SALES,EL,5.0,15.06,4.69,0.35,12.77,89.66,0,3
1073,Priya Singh,HR,EL,4.0,19.24,10.42,1.9,7.43,87.37,1,11
1058,Priya Iyer,HR,CO,5.0,29.53,7.79,4.02,14.3,86.86,0,5
1031,Anjali Reddy,FIN,EL,2.0,14.06,10.36,0.55,18.5,87.63,1,11
1086,Rohan Patel,HR,CO,9.0,21.22,3.3,0.78,12.72,86.99,0,9
1142,Rohan Patel,ENG,CL,6.0,19.49,5.43,4.74,1.21,88.71,0,8
1118,Meera Reddy,HR,CO,8.0,25.07,11.53,2.68,9.77,83.04,1,11
1065,Meera Verma,FIN,EL,6.0,21.06,0.94,3.7,1.9,86.88,0,5
1147,Sanjay Verma,SALES,EL,8.0,10.77,10.99,3.08,4.93,88.81,0,8
1006,Anjali Iyer,ENG,CO,8.0,9.92,8.85,1.43,16.05,94.94,1,11
1036,Priya Iyer,SALES,EL,7.0,20.47,11.29,3.88,31.27,66.01,1,10
1016,Meera Sharma,HR,CL,3.0,18.8,9.47,2.08,3.36,84.5,1,10
1049,Vikram Gupta,HR,CL,4.0,15.96,6.36,4.93,3.32,77.29,0,6
1055,Priya Iyer,FIN,CO,8.0,10.49,0.25,4.13,7.31,82.07,0,7
1012,Sanjay Gupta,ENG,EL,6.0,27.46,9.32,0.38,19.73,80.43,0,4
1021,Arjun Verma,OPS,CO,7.0,22.67,7.41,0.78,9.57,90.61,0,2
1127,Meera Patel,FIN,CO,7.0,7.06,5.52,1.53,16.45,76.14,0,8
1008,Meera Reddy,OPS,EL,9.0,19.36,8.01,3.89,17.24,81.28,0,6
1062,Anjali Reddy,FIN,CO,1.0,24.13,11.29,0.08,10.46,84.42,0,7
1075,Priya Sharma,SALES,CL,3.0,21.45,1.4,4.0,30.79,71.26,1,12
1140,Sanjay Singh,ENG,EL,5.0,17.75,8.83,2.56,17.39,83.06,0,1
1038,Arjun Sharma,SALES,EL,6.0,8.29,10.26,0.83,17.09,84.82,0,8
1149,Deepa Gupta,SALES,CO,8.0,14.28,9.43,1.26,18.78,92.88,0,6
1075,Priya Sharma,SALES,CO,5.0,9.38,8.07,1.1,4.36,92.48,0,1
1126,Vikram Reddy,OPS,EL,2.0,6.34,4.52,1.16,5.31,86.09,0,6
1016,Meera Sharma,HR,CL,8.0,28.02,0.48,1.46,4.15,79.76,0,8
1012,Sanjay Gupta,ENG,EL,1.0,24.31,8.43,3.08,15.21,85.26,0,7
1029,Rohan Verma,ENG,EL,2.0,14.95,9.93,0.85,0.61,79.09,0,7
1054,Sanjay Gupta,SALES,CO,4.0,21.75,5.62,3.87,2.47,87.53,0,1
1056,Anjali Iyer,OPS,EL,6.0,29.91,9.55,3.77,4.31,81.72,0,4
1139,Arjun Verma,ENG,EL,9.0,20.21,3.37,0.87,7.6,91.03,0,1
1114,Deepa Nair,HR,CO,1.0,10.27,6.68,4.28,16.7,93.55,1,11
1085,Meera Nair,FIN,CL,5.0,23.74,5.17,0.44,5.66,83.37,0,2
1087,Arjun Gupta,OPS,EL,3.0,12.34,0.5,3.19,11.95,88.07,0,1
1027,Deepa Nair,ENG,CL,7.0,19.99,6.08,1.75,18.26,81.8,0,2
1012,Sanjay Gupta,ENG,CL,1.0,22.66,7.47,4.95,6.24,81.8,0,4
1103,Deepa Sharma,FIN,CO,1.0,7.22,11.9,2.71,19.7,93.78,0,8
1113,Deepa Singh,ENG,CL,9.0,11.0,8.52,1.36,6.83,83.98,0,4
1033,Meera Iyer,ENG,CL,8.0,16.77,7.94,3.76,15.08,86.56,0,3
1066,Arjun Gupta,SALES,EL,3.0,23.93,0.67,0.03,4.25,88.27,0,8
1025,Anjali Sharma,FIN,CO,2.0,27.39,10.91,1.57,13.82,80.43,0,2
1088,Priya Verma,HR,CL,3.0,13.55,5.16,4.15,2.4,89.7,0,2
1115,Meera Iyer,SALES,EL,4.0,23.35,7.59,2.92,7.8,82.1,0,6
1106,Sanjay Patel,HR,CO,7.0,21.47,11.18,4.1,11.33,88.14,1,12
1039,Meera Sharma,FIN,CL,9.0,28.57,0.99,1.27,15.6,76.97,0,2
1054,Sanjay Gupta,SALES,CO,6.0,10.37,0.81,2.97,14.78,75.65,0,5
1029,Rohan Verma,ENG,CO,8.0,12.41,11.26,4.09,19.67,80.19,1,11
1030,Priya Verma,ENG,EL,1.0,16.45,2.72,3.07,5.06,86.55,0,4
1148,Meera Iyer,FIN,CL,6.0,27.4,9.53,0.79,1.04,86.15,0,1
1140,Sanjay Singh,ENG,CL,1.0,13.96,10.95,2.83,3.65,77.79,0,1
1142,Rohan Patel,ENG,EL,1.0,11.89,2.45,0.08,13.58,76.53,0,6
1025,Anjali Sharma,FIN,CL,4.0,11.24,7.85,3.1,6.64,93.56,0,5
1012,Sanjay Gupta,ENG,CO,3.0,24.34,0.53,3.47,12.96,79.63,0,7
1121,Sanjay Nair,OPS,EL,1.0,27.48,11.55,2.22,15.0,85.63,1,12
1127,Meera Patel,FIN,CO,4.0,18.91,0.35,4.54,3.13,79.4,0,5
1095,Priya Singh,FIN,CO,3.0,10.78,6.03,3.66,19.16,79.41,0,2
1007,Meera Reddy,ENG,CO,7.0,20.89,7.56,2.02,15.05,85.63,0,7
1116,Priya Sharma,FIN,CL,7.0,25.82,6.48,4.22,8.63,82.58,0,7
1005,Priya Singh,HR,CL,8.0,18.69,3.29,4.51,4.3,92.69,1,10
1066,Arjun Gupta,SALES,CO,1.0,22.42,3.89,1.17,40.63,75.54,1,10
1149,Deepa Gupta,SALES,CO,3.0,29.94,2.29,2.3,8.62,81.09,0,7
1072,Arjun Patel,ENG,CL,3.0,27.18,5.04,2.48,18.34,90.53,0,7
1111,Anjali Patel,SALES,CL,9.0,22.26,4.09,4.02,1.05,78.19,0,9
1047,Sanjay Reddy,HR,CL,3.0,10.87,9.96,4.74,6.09,80.29,0,2
1125,Rohan Singh,SALES,EL,2.0,6.27,0.47,2.87,7.86,75.57,0,2
1089,Rohan Singh,SALES,EL,4.0,29.35,6.53,1.38,14.19,80.43,0,6
1006,Anjali Iyer,ENG,CL,8.0,7.33,4.93,0.82,4.44,81.35,0,7
1035,Arjun Reddy,FIN,EL,4.0,16.25,4.05,4.35,1.67,79.22,0,5
1070,Rohan Nair,HR,EL,5.0,23.19,5.81,3.47,11.06,79.33,0,4
1020,Anjali Verma,ENG,CO,7.0,8.85,1.79,1.34,7.22,83.17,0,5
1015,Priya Gupta,FIN,EL,6.0,5.87,4.7,3.49,3.87,87.83,0,2
1099,Deepa Gupta,ENG,CO,4.0,8.05,1.33,3.24,17.5,90.81,0,6
1147,Sanjay Verma,SALES,CL,2.0,6.13,7.88,2.68,1.64,75.7,0,9
1043,Vikram Verma,ENG,EL,9.0,8.91,11.86,4.89,15.88,88.19,0,2
1084,Vikram Reddy,ENG,CO,5.0,24.2,5.21,2.23,12.38,88.31,0,3
1095,Priya Singh,FIN,EL,8.0,25.58,6.67,3.9,0.32,91.37,0,7
1094,Deepa Patel,HR,EL,1.0,21.3,9.37,3.96,12.05,85.23,0,1
1018,Arjun Gupta,ENG,CO,8.0,7.33,11.57,0.68,3.04,92.79,1,10
1048,Sanjay Sharma,HR,CL,4.0,11.9,9.22,1.13,13.85,79.67,0,2
1076,Deepa Reddy,FIN,EL,6.0,10.47,0.72,0.65,12.12,91.99,0,8
1106,Sanjay Patel,HR,EL,2.0,9.59,7.13,2.06,2.53,75.56,1,11
1009,Arjun Reddy,ENG,CL,4.0,17.07,9.33,3.36,14.49,84.85,0,9
1129,Meera Sharma,FIN,CL,2.0,6.26,10.68,2.88,11.28,85.01,0,9
1137,Meera Gupta,SALES,CL,8.0,13.52,11.01,2.03,2.87,89.29,0,5
1021,Arjun Verma,OPS,EL,1.0,25.94,7.37,2.91,5.07,90.13,0,4
1143,Deepa Verma,SALES,EL,4.0,13.15,1.53,2.21,38.9,66.13,1,11
1060,Deepa Verma,OPS,CL,1.0,25.79,11.02,3.25,2.07,83.04,0,7
1103,Deepa Sharma,FIN,CL,1.0,5.34,3.87,2.77,2.96,76.84,1,11
1031,Anjali Reddy,FIN,EL,4.0,19.14,6.17,0.43,10.98,82.6,0,8
1068,Anjali Sharma,FIN,CO,9.0,14.75,5.76,0.69,1.62,91.59,1,12
1053,Deepa Reddy,OPS,CO,6.0,26.84,11.95,2.91,16.25,81.54,0,8
1110,Anjali Singh,FIN,EL,2.0,21.81,8.19,1.58,2.66,87.65,0,1
1107,Priya Singh,SALES,EL,4.0,23.84,10.47,2.5,38.34,77.0,1,12
1085,Meera Nair,FIN,CO,5.0,24.91,2.79,1.13,11.02,85.47,1,12
1114,Deepa Nair,HR,CO,9.0,7.15,0.68,0.53,11.71,85.89,1,10
1010,Anjali Iyer,FIN,CL,6.0,18.08,3.26,2.0,11.97,88.06,1,10
1064,Anjali Nair,HR,CO,4.0,23.26,4.38,3.2,9.32,78.8,0,3
1101,Meera Verma,SALES,CO,3.0,27.78,0.25,1.58,35.18,75.36,1,12
1117,Arjun Nair,OPS,CO,1.0,21.9,3.69,1.85,11.01,90.8,0,4
1027,Deepa Nair,ENG,CO,9.0,14.45,0.74,1.7,10.12,78.24,1,11
1029,Rohan Verma,ENG,EL,3.0,16.29,4.26,2.0,2.3,92.67,1,12
1101,Meera Verma,SALES,CO,5.0,16.05,7.78,0.31,49.25,69.49,1,10
1073,Priya Singh,HR,EL,7.0,18.13,1.33,4.34,5.95,78.25,1,10
1003,Sanjay Gupta,HR,CO,6.0,6.46,6.63,2.98,17.44,86.54,0,1
1035,Arjun Reddy,FIN,CO,9.0,14.91,3.56,0.72,3.03,83.66,0,2
1003,Sanjay Gupta,HR,EL,7.0,28.49,9.06,2.93,16.57,76.6,0,5
1065,Meera Verma,FIN,CL,4.0,24.59,3.32,4.7,2.49,92.5,1,12
1086,Rohan Patel,HR,EL,6.0,23.05,0.48,2.03,10.33,86.61,1,10
1100,Sanjay Gupta,FIN,CL,1.0,8.73,9.43,3.09,6.84,92.48,0,9
1075,Priya Sharma,SALES,EL,1.0,19.17,4.22,3.05,0.48,77.33,0,7
1017,Vikram Patel,OPS,CO,2.0,14.58,2.6,2.21,0.97,91.41,0,3
1067,Arjun Sharma,HR,CL,4.0,13.83,9.6,2.77,16.52,87.63,1,11
1024,Vikram Singh,HR,EL,5.0,15.35,11.5,2.71,12.1,79.41,0,7
1118,Meera Reddy,HR,EL,6.0,6.49,7.25,3.82,10.47,79.54,0,1
1038,Arjun Sharma,SALES,CO,7.0,16.05,1.96,0.92,25.07,66.77,1,10
1076,Deepa Reddy,FIN,CO,8.0,11.77,2.33,2.37,0.15,75.52,0,3
1135,Priya Sharma,FIN,EL,3.0,26.95,6.69,4.8,0.97,76.96,0,7
1101,Meera Verma,SALES,EL,6.0,18.53,7.75,0.23,18.92,91.84,0,2
1112,Sanjay Sharma,OPS,CL,9.0,8.17,1.48,2.59,4.92,82.16,0,9
1133,Meera Iyer,SALES,CO,9.0,8.56,4.59,2.77,1.54,75.08,0,5
1091,Anjali Singh,OPS,CO,9.0,15.39,0.29,1.68,3.54,76.97,0,3
1066,Arjun Gupta,SALES,CL,8.0,12.88,4.72,1.18,37.89,58.42,1,10
1044,Arjun Reddy,SALES,CO,2.0,20.69,7.77,4.22,6.5,88.75,0,2
1013,Meera Reddy,FIN,EL,8.0,14.98,4.92,4.89,3.62,90.98,0,6
1081,Deepa Reddy,OPS,CO,1.0,25.82,9.65,4.33,1.19,88.84,1,12
1097,Meera Sharma,HR,CL,7.0,19.21,0.71,3.16,15.38,94.88,0,3
1071,Arjun Nair,OPS,CO,7.0,19.29,5.21,0.64,8.18,82.09,1,12
1114,Deepa Nair,HR,CO,7.0,19.73,11.26,1.75,4.88,88.12,0,7
1102,Priya Reddy,SALES,CO,2.0,6.73,9.93,1.27,9.46,75.87,0,7
1090,Arjun Reddy,HR,CO,9.0,23.62,4.95,0.98,10.26,77.61,0,6
1086,Rohan Patel,HR,EL,6.0,15.48,7.19,2.57,5.76,75.13,0,4
1133,Meera Iyer,SALES,EL,6.0,7.28,3.82,0.52,23.79,76.01,1,11
1115,Meera Iyer,SALES,EL,3.0,27.41,2.36,0.11,17.23,86.54,0,8
1088,Priya Verma,HR,EL,3.0,25.21,7.34,1.48,5.11,81.55,0,2
1079,Arjun Singh,SALES,CO,2.0,12.66,6.66,2.94,30.16,75.99,1,12
1009,Arjun Reddy,ENG,CL,8.0,15.01,9.74,0.07,12.99,88.38,0,9
1136,Rohan Iyer,OPS,EL,3.0,18.94,8.48,3.31,16.15,92.72,1,10
1092,Sanjay Reddy,FIN,CL,9.0,26.99,0.59,1.16,17.95,80.12,0,4
1098,Priya Sharma,SALES,EL,4.0,17.5,8.1,1.2,15.16,90.2,0,5
1129,Meera Sharma,FIN,CO,7.0,29.41,7.75,4.67,6.07,90.64,0,6
1088,Priya Verma,HR,CO,1.0,9.56,11.58,2.14,12.64,89.52,0,2
1098,Priya Sharma,SALES,CO,6.0,12.83,7.63,1.99,0.14,85.47,0,2
1061,Anjali Sharma,OPS,EL,4.0,24.88,3.88,3.83,2.86,88.15,0,8
1099,Deepa Gupta,ENG,CL,3.0,24.7,10.84,1.34,16.25,76.65,0,7
1079,Arjun Singh,SALES,CO,1.0,12.56,10.3,4.29,15.29,77.93,0,4
1145,Sanjay Nair,OPS,CL,9.0,6.34,8.03,1.16,4.87,81.12,0,7
1027,Deepa Nair,ENG,CO,6.0,5.13,5.34,0.42,13.65,79.71,0,3
1058,Priya Iyer,HR,CO,4.0,12.24,9.4,4.02,19.73,86.96,0,8
1055,Priya Iyer,FIN,CO,3.0,9.22,0.64,3.59,9.51,91.98,0,6
1086,Rohan Patel,HR,CO,5.0,20.9,4.82,2.89,6.16,84.54,0,9
1132,Priya Sharma,OPS,CO,3.0,25.97,8.05,3.49,7.26,92.59,0,3
1023,Rohan Reddy,FIN,CO,2.0,15.19,10.64,0.24,19.23,88.58,0,4
1035,Arjun Reddy,FIN,CO,3.0,20.74,10.36,0.66,19.55,86.65,0,7
1115,Meera Iyer,SALES,EL,1.0,6.4,3.07,2.64,3.43,78.35,0,1
1037,Vikram Gupta,OPS,CO,6.0,16.85,5.42,4.35,10.6,84.36,0,8
1021,Arjun Verma,OPS,EL,2.0,21.22,5.03,2.29,5.13,90.04,0,3
1084,Vikram Reddy,ENG,CL,6.0,12.79,10.15,1.3,0.03,82.53,0,7
1065,Meera Verma,FIN,CO,4.0,17.82,3.38,4.11,15.06,89.66,0,9
1096,Arjun Sharma,ENG,CO,1.0,10.8,8.47,1.54,4.84,76.46,0,2
1058,Priya Iyer,HR,CL,9.0,23.73,11.01,0.54,4.65,90.01,0,1
1055,Priya Iyer,FIN,EL,8.0,25.06,4.09,2.22,13.51,85.18,0,1
1078,Sanjay Sharma,OPS,CO,6.0,5.25,9.34,2.3,19.78,84.66,0,2
1105,Rohan Sharma,SALES,CL,6.0,24.56,10.64,1.99,17.26,80.34,0,7
1077,Anjali Gupta,ENG,CO,3.0,8.05,0.22,4.52,1.37,94.84,0,9
1112,Sanjay Sharma,OPS,CO,7.0,9.68,6.67,1.46,8.35,82.54,0,8
1021,Arjun Verma,OPS,CL,3.0,13.25,1.28,4.77,1.2,80.95,1,11
1016,Meera Sharma,HR,CL,7.0,9.11,9.4,0.61,12.7,77.48,0,6
1034,Rohan Iyer,ENG,EL,1.0,25.53,6.54,0.39,19.11,79.94,0,2
1015,Priya Gupta,FIN,CO,6.0,5.33,6.14,3.85,18.7,93.18,1,12
1120,Meera Reddy,HR,CO,7.0,9.98,3.41,1.44,7.54,82.87,1,11
1077,Anjali Gupta,ENG,CO,2.0,9.19,3.72,2.52,15.93,89.79,0,7
1083,Sanjay Nair,ENG,CL,5.0,15.04,9.52,1.1,3.72,94.02,0,1
1134,Anjali Iyer,HR,CO,1.0,6.08,2.15,1.96,18.96,77.82,1,12
1054,Sanjay Gupta,SALES,EL,7.0,20.51,5.73,2.39,48.02,70.82,1,10
1070,Rohan Nair,HR,CL,2.0,28.1,9.84,2.81,13.43,93.53,0,3
1009,Arjun Reddy,ENG,CL,2.0,22.22,6.62,1.21,8.52,94.35,0,7
1050,Arjun Iyer,ENG,EL,1.0,9.83,5.66,2.36,7.56,85.35,1,12
1012,Sanjay Gupta,ENG,CO,6.0,6.81,6.91,4.27,14.51,82.21,0,9
1116,Priya Sharma,FIN,EL,8.0,8.68,3.58,0.45,18.22,75.12,0,6
1120,Meera Reddy,HR,CL,8.0,12.69,11.11,0.81,19.32,79.12,1,12
1084,Vikram Reddy,ENG,CL,7.0,12.06,0.97,4.38,14.58,81.03,0,5
1044,Arjun Reddy,SALES,EL,9.0,27.26,1.38,0.02,10.04,86.66,0,2
1046,Arjun Singh,OPS,EL,5.0,26.82,1.05,2.44,13.83,80.24,1,11
1081,Deepa Reddy,OPS,CO,2.0,27.93,6.64,1.5,8.62,81.24,0,5
1130,Priya Nair,OPS,EL,7.0,25.82,11.83,3.96,12.03,81.78,1,11
1099,Deepa Gupta,ENG,EL,6.0,14.88,0.62,2.01,13.48,84.01,0,8
1091,Anjali Singh,OPS,CO,9.0,10.48,1.35,2.98,9.69,75.54,0,6
1062,Anjali Reddy,FIN,EL,2.0,15.68,5.7,4.49,10.5,89.15,0,3
1125,Rohan Singh,SALES,CL,5.0,10.15,0.01,0.2,19.55,79.85,0,2
1022,Deepa Reddy,FIN,CL,2.0,8.83,8.74,3.0,14.63,90.39,0,1
1099,Deepa Gupta,ENG,CL,6.0,17.43,2.14,0.54,16.84,87.28,0,3
1116,Priya Sharma,FIN,CO,3.0,13.5,10.44,0.44,15.54,91.95,0,3
1010,Anjali Iyer,FIN,CL,5.0,22.67,6.42,3.18,3.93,79.23,0,3
1148,Meera Iyer,FIN,EL,9.0,18.99,10.3,3.33,8.71,94.06,0,8
1013,Meera Reddy,FIN,CL,7.0,11.47,0.63,3.63,2.43,81.06,1,10
1114,Deepa Nair,HR,CO,4.0,9.36,8.49,3.56,17.97,86.65,0,1
1018,Arjun Gupta,ENG,EL,2.0,9.59,3.94,2.44,0.5,79.98,0,2
1001,Rohan Patel,OPS,CL,5.0,23.2,9.76,1.29,15.49,82.71,0,8
1013,Meera Reddy,FIN,CL,5.0,25.13,1.64,0.35,17.87,82.76,0,6
1136,Rohan Iyer,OPS,CL,6.0,25.91,10.35,1.58,17.04,75.82,0,1
1133,Meera Iyer,SALES,CO,2.0,6.58,3.9,3.36,6.75,78.59,0,1
1056,Anjali Iyer,OPS,EL,2.0,6.87,1.27,4.19,4.8,78.9,0,7
1109,Arjun Singh,FIN,CL,9.0,7.98,0.44,0.26,16.68,77.36,0,9
1063,Priya Reddy,FIN,EL,5.0,11.27,1.21,1.97,12.33,92.22,0,7
1145,Sanjay Nair,OPS,EL,5.0,7.49,9.2,4.83,19.4,92.3,0,8
1012,Sanjay Gupta,ENG,EL,4.0,26.2,8.22,1.45,4.03,80.3,0,8
1064,Anjali Nair,HR,CL,5.0,7.83,2.06,2.74,3.29,76.28,1,12
1082,Meera Sharma,SALES,CL,8.0,18.98,6.18,0.5,0.32,94.27,0,3
1076,Deepa Reddy,FIN,CL,2.0,5.26,4.73,4.25,6.92,75.7,0,5
1072,Arjun Patel,ENG,EL,5.0,9.8,8.63,1.36,6.32,91.9,0,5
1126,Vikram Reddy,OPS,CO,4.0,23.91,5.69,1.13,12.33,75.81,0,7
1084,Vikram Reddy,ENG,CO,7.0,10.23,1.56,1.02,15.38,83.51,0,1
1079,Arjun Singh,SALES,CL,9.0,5.22,4.59,1.51,0.75,85.11,0,5
1068,Anjali Sharma,FIN,CL,8.0,8.02,11.72,0.93,8.91,84.76,0,6
1057,Rohan Patel,OPS,CL,6.0,11.89,3.99,3.5,15.31,93.59,1,11
1073,Priya Singh,HR,EL,6.0,12.76,4.79,1.21,4.07,94.09,1,11
